time,state_number,algorithm
249.5939721,50,HK
253.7375647,50,HK
786.0843764,100,VI
253.0811725,50,HK
1.5040996,100,PAI
2.5214648,50,FT
252.04981,50,HK
2.4798043,50,FT
2.5238945,50,FT
2.5200751,50,FT
253.4458471,50,HK
2.0983985,50,FT
384.083818,50,M1
385.8414461,50,M1
1.2261904,50,K1
383.7787026,100,HK
382.6919519,100,HK
1.1060152,50,K1
0.9712732,50,KM
384.5898529,50,M1
1.3488406,50,KM
1.111271,50,K1
385.8149953,100,HK
3.7867745,100,FT
1.2638357,50,KM
3.7751332,100,FT
386.1494807,50,M1
1.1759043,50,K1
387.0142998,100,HK
0.8727255,50,KM
3.5079025,100,FT
388.0238735,50,M1
387.9120228,100,HK
385.3945847,50,M1
387.5505863,100,HK
0.8638676,50,K1
3.1391112,100,FT
0.8550816,50,K1
1.0801873,50,KM
0.7539794,50,KM
2.8944416,100,FT
2.9790454,100,FT
388.3698802,100,HK
391.2112963,50,M1
388.4994273,50,M1
388.7249239,100,HK
0.9044875,50,K1
0.831592,50,K1
390.8710488,50,M1
391.4612507,50,M1
0.8149752,50,KM
3.0152635,100,FT
1.050481,50,KM
393.611213,100,HK
388.7246011,50,M1
1.0682519,50,K1
0.91938,50,K1
391.4767183,50,M1
0.8626576,50,K1
0.7812115,50,KM
0.8623615,50,K1
1.0339424,50,KM
2.9144221,100,FT
0.915249,50,KM
0.8044308,50,KM
393.6816202,100,HK
3.1050584,100,FT
390.5288865,50,M1
391.7079837,100,HK
390.6335046,100,HK
0.9453813,50,K1
19.9146575,50,WIN
3.1337395,100,FT
0.7061967,50,KM
19.9132404,50,WIN
393.1333505,50,M1
393.902582,100,HK
3.0493956,100,FT
2.8109625,100,FT
18.895398,50,WIN
0.9031038,50,K1
1.0279328,50,KM
18.8462067,50,WIN
2.9428794,100,FT
393.9378841,50,M1
0.8581015,50,K1
395.7251651,100,HK
393.6346797,100,HK
0.9824403,50,KM
396.613614,100,HK
397.1874843,100,HK
19.2481824,50,WIN
2.7874634,100,FT
2.9942004,100,FT
19.3130124,50,WIN
3.0218787,100,FT
391.2807122,50,M1
398.0005198,100,HK
392.5275548,50,M1
391.6037008,50,M1
3.0801089,100,FT
0.7970781,50,K1
397.4609973,100,HK
0.8483314,50,K1
0.8229816,50,KM
1.0200847,50,K1
0.9473696,50,KM
0.8035627,50,KM
3.1033485,100,FT
19.0029317,50,WIN
19.6204575,50,WIN
2.5583954,100,FT
18.0230415,50,WIN
19.2065729,50,WIN
19.2694407,50,WIN
18.5936534,50,WIN
394.6312915,50,M1
398.2014614,100,HK
0.8488359,50,K1
0.7879979,50,KM
18.9655948,50,WIN
3.0012347,100,FT
19.1177783,50,WIN
395.43453,50,M1
0.9260588,50,K1
0.7534405,50,KM
19.2079151,50,WIN
18.5017479,50,WIN
19.0252867,50,WIN
19.7993207,50,WIN
20.2512141,50,WIN
27.2403302,50,WIN
201.8004938,50,PPI
203.2917386,50,PPI
203.8373895,50,PPI
206.1063061,50,PPI
207.1106671,50,PPI
208.7306351,50,PPI
210.8192211,50,PPI
210.4863568,50,PPI
210.8892886,50,PPI
210.9139513,50,PPI
211.4489451,50,PPI
211.6756532,50,PPI
213.723534,50,PPI
213.2595863,50,PPI
214.2554122,50,PPI
215.3979762,50,PPI
214.4435232,50,PPI
214.655747,50,PPI
215.5302862,50,PPI
206.1793888,50,PPI
529.0816971,100,M1
1.3108532,100,K1
1.0077076,100,KM
551.738198,100,M1
551.6265285,100,M1
1.2890472,100,K1
1.2615434,100,K1
1.1150484,100,KM
1.0861297,100,KM
552.1129203,100,M1
547.9235866,100,M1
1.1666302,100,K1
1.520361,100,K1
1.4812299,100,KM
1.0761917,100,KM
548.6142287,100,M1
1.3280181,100,K1
24.5497325,100,WIN
554.3126934,100,M1
1.0819833,100,KM
549.9219174,100,M1
1.4501009,100,K1
1.3450484,100,K1
1.0624159,100,KM
1.4550436,100,KM
549.1451347,100,M1
1.3118568,100,K1
1.0405883,100,KM
543.1602924,100,M1
556.547173,100,M1
1.2484413,100,K1
554.2357211,100,M1
550.8217256,100,M1
1.0204476,100,KM
1.344845,100,K1
562.0590461,100,M1
1.3230569,100,K1
0.9454326,100,K1
1.079412,100,KM
1.1017503,100,KM
1.4827646,100,K1
1.2227317,100,KM
1.1119645,100,KM
562.6177374,100,M1
26.3399645,100,WIN
26.5320527,100,WIN
1.4949549,100,K1
1.1351751,100,KM
555.2536993,100,M1
556.9176389,100,M1
1.3263219,100,K1
25.884361,100,WIN
26.3195923,100,WIN
1.1985401,100,K1
560.0282898,100,M1
1.4787464,100,KM
1.1370774,100,KM
555.7446239,100,M1
1.3924559,100,K1
1.3297969,100,K1
26.163069,100,WIN
1.0706832,100,KM
1.4766282,100,KM
554.6947732,100,M1
26.6234762,100,WIN
26.36971,100,WIN
1.3217921,100,K1
1.0642717,100,KM
26.1282325,100,WIN
27.0373649,100,WIN
26.7495263,100,WIN
26.6446085,100,WIN
27.4979178,100,WIN
27.0582052,100,WIN
27.0410884,100,WIN
28.0375997,100,WIN
28.2211007,100,WIN
27.347468,100,WIN
28.2091364,100,WIN
27.1835671,100,WIN
213.1539985,100,PPI
225.2887586,100,PPI
228.9276827,100,PPI
227.512297,100,PPI
228.0114011,100,PPI
228.83025,100,PPI
228.1002585,100,PPI
230.2304169,100,PPI
228.19307,100,PPI
228.0360455,100,PPI
229.9669934,100,PPI
231.6789262,100,PPI
231.9269227,100,PPI
233.598665,100,PPI
232.5993792,100,PPI
231.7295487,100,PPI
231.5673519,100,PPI
230.3111716,100,PPI
230.201377,100,PPI
227.7617274,100,PPI
